,Unnamed: 0,Unnamed: 0.1,RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss.1,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Box Score Creation,Rim Shot Creation,Helio Score,Athleticism Score,Passing Score,Rebounding Score,Shooting Score,Finishing Score,Defense Score,Shot Creation Score,College Productivity Score,Overall Score
83,43,98,165336,2021-22,Will Richard,PF,SF,Primary,77,195.0,Belmont,OVC,25.0,8.0,-2.57,1.0,"Dec 24, 2002",19.52,330.0,33,30,910,21.6,0.588,0.548,0.491,0.331,391.0,7.3,18.2,13.1,11.6,2.6,3.4,2.9466666666666663,11.9,0.1,21.7,28.975,2.5,1.7,4.2,0.185,3.2,0.7,3.9,1.3,117.0,96.1,0.206,-0.65,6.0,12.9,0.468,4.0,6.5,0.604,2.1,6.3,0.326,0.243,0.3918384332925337,3.4,4.3,0.804,8.7,2.6,1.8,1.2,2.0,2.7,17.5,8.6,18.3,5.6,9.3,2.9,9.0,4.9,6.1,12.4,3.8,2.6,1.7,2.9,3.9,24.9,18.3,0.0,0.0,0.0,0.0,4.0334298,38.6,68.1,42.9,12.3,36.1,46.2,49.1,93.6,68.1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.135,58.225,1.5149184971433702,0.5811965811965812,0.5785123966942148,0.7768595041322314,0.6302521008403361,0.7899159663865546,0.9008264462809917,0.31932773109243695,0.5826446280991735,64.5
84,49,40,151286,2021-22,Alex Fudge,SF,PF,Slasher,80,185.0,LSU,SEC,19.0,10.0,8.3,1.0,"May 6, 2003",19.15,57.0,29,1,403,13.4,0.473,0.447,0.165,0.435,105.0,11.2,14.4,12.8,3.6,3.4,5.5,4.202247191011236,20.8,0.197,15.6,19.305,0.1,1.0,1.1,0.114,-0.5,4.3,3.8,0.3,93.5,88.8,0.059,-5.23,3.6,8.4,0.424,3.2,7.0,0.451,0.4,1.4,0.286,0.133,0.2092682926829268,2.1,3.7,0.568,9.1,0.8,2.4,1.6,2.7,3.2,9.6,5.1,12.0,4.5,10.0,0.6,2.0,3.0,5.2,13.0,1.1,3.4,2.3,3.8,4.5,13.7,12.0,20.0,34.05,8.8615125,0.0496277915632754,3.1230000000000007,69.4,54.2,62.5,14.1,0.0,0.0,16.5,75.0,55.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.548,44.059,0.5643282380878312,0.9230769230769231,0.049586776859504134,0.7520661157024794,0.06722689075630252,0.6764705882352942,0.9669421487603306,0.40336134453781514,0.6611570247933884,56.2
85,67,39,169460,2021-22,Derek Fountain,PF,SF,Connector,82,225.0,Mississippi State,SEC,14.0,11.0,7.6,2.0,"Jul 12, 2002",19.97,219.0,25,3,209,13.2,0.438,0.364,0.273,0.409,51.0,6.4,19.0,12.7,9.5,3.2,3.6,3.388235294117647,13.2,0.113,14.9,20.272,0.1,0.4,0.5,0.105,-0.5,3.3,2.8,1.38,99.9,95.6,0.041,-0.33,2.9,8.4,0.341,2.5,6.1,0.406,0.4,2.3,0.167,0.101,0.2072318181818181,2.7,3.4,0.778,8.4,2.1,2.1,1.1,1.5,3.3,8.8,4.3,12.6,3.7,9.2,0.6,3.4,4.0,5.2,12.6,3.2,3.2,1.7,2.3,4.9,13.2,12.6,1.0,6.68,0.75853404,0.0047846889952153,1.4307678,34.1,60.0,66.7,38.6,23.5,25.0,27.3,100.0,59.6947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956,42.759,0.9695626956051232,0.5726495726495726,0.5950413223140496,0.731404958677686,0.11764705882352941,0.5630252100840336,0.9090909090909091,0.04201680672268908,0.39669421487603307,49.1
86,81,110,117319,2021-22,Earl Timberlake,SF,PF,Slasher,78,220.0,Memphis,AAC,20.0,9.0,7.86,2.0,"Nov 4, 2000",21.65,35.0,29,11,495,11.5,0.496,0.468,0.036,0.477,151.0,7.0,15.1,11.3,16.7,1.7,3.4,2.2666666666666666,24.4,0.196,17.4,25.473,0.2,0.8,1.1,0.086,-0.8,2.7,2.0,1.07,95.4,98.2,0.128,-2.49,4.2,9.0,0.468,4.2,8.6,0.486,0.0,0.3,0.0,0.0,0.0,2.5,4.3,0.585,8.1,3.8,1.2,1.1,3.6,4.8,10.9,5.9,12.6,5.9,12.2,0.0,0.5,3.5,6.0,11.4,5.3,1.7,1.6,5.0,6.8,15.4,12.6,3.0,3.88,1.6290956,0.006060606060606,5.290362,69.4,55.8,39.5,27.0,30.0,33.3,3.6,0.0,36.404,2018-19,Team Loaded VA,Gold Gauntlet 17U,4.0,4.0,26.0,8.25,2.25,6.75,0.333,0.5,1.5,0.333,3.25,6.25,0.52,2.0,3.25,5.25,3.5,0.25,0.5,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,1.759,51.626,0.7837229364342183,0.8803418803418803,0.5413223140495868,0.640495867768595,0.058823529411764705,0.7226890756302521,0.8264462809917356,0.5126050420168067,0.25206611570247933,55.400000000000006
87,88,34,120265,2021-22,Jaiden Delaire,SF,PF,Primary,81,210.0,Stanford,Pac-12,16.0,16.0,8.59,4.0,"Aug 31, 2000",21.83,77.0,32,26,756,14.4,0.511,0.467,0.256,0.512,305.0,6.5,13.7,10.1,10.1,1.6,1.9,1.737142857142857,17.9,0.16,26.0,34.299,0.7,0.8,1.5,0.08,1.1,0.5,1.6,0.51,97.5,104.4,0.186,-6.2,5.7,13.4,0.425,4.6,10.0,0.46,1.1,3.4,0.323,0.201,0.2856234887737478,4.6,6.9,0.662,6.7,1.9,1.1,0.6,3.7,3.0,17.1,8.6,20.1,6.9,15.0,1.7,5.1,6.8,10.3,10.1,2.8,1.6,1.0,5.5,4.5,25.6,20.1,18.0,12.36,3.844887,0.0238095238095238,6.2526075,57.5,50.7,45.9,16.9,30.2,7.7,25.6,81.0,48.4298,2018-19,NE6,UAA 17U,8.0,8.0,24.9,16.75,6.12,13.12,0.467,1.12,3.62,0.31,3.38,4.62,0.73,0.62,4.75,5.38,1.62,0.5,0.75,3.62,2.38,,,,,,,,,,,,,,,,,,,,,,2.891,48.892,1.6510792693459708,0.9487179487179487,0.17355371900826447,0.5867768595041323,0.23529411764705882,0.5168067226890757,0.45454545454545453,0.7563025210084033,0.3140495867768595,49.8
88,91,75,120284,2021-22,Emmitt Matthews,SF,PF,Connector,79,215.0,Washington,Pac-12,17.0,14.0,6.72,4.0,"Nov 1, 1999",22.66,,31,31,992,14.4,0.544,0.503,0.416,0.343,337.0,5.1,11.6,8.2,4.1,1.1,1.5,1.2692307692307694,11.9,0.113,18.8,23.057,1.6,0.8,2.4,0.099,1.5,-0.1,1.4,0.44,109.0,107.0,0.187,-3.1,5.0,11.5,0.434,3.4,6.7,0.503,1.6,4.8,0.336,0.238,0.3717446808510639,3.0,4.0,0.755,5.9,0.8,0.8,0.6,1.8,2.1,14.6,7.1,16.4,4.8,9.6,2.3,6.8,4.2,5.6,8.4,1.1,1.1,0.8,2.6,3.0,20.7,16.4,26.0,27.71,3.80161803,0.0262096774193548,2.2499652,32.9,63.8,58.3,25.5,32.9,4.2,41.6,90.0,57.6917,2018-19,Washington Supreme,UAA 17U,8.0,8.0,29.4,16.5,5.5,15.5,0.355,1.75,6.0,0.292,3.75,5.88,0.638,1.88,5.12,7.0,1.88,0.75,0.25,2.38,1.88,,,,,,,,,,,,,,,,,,,,,,1.074,48.649,0.3359088416642795,0.6623931623931624,0.12396694214876033,0.45454545454545453,0.46218487394957986,0.6428571428571429,0.24793388429752067,0.4957983193277311,0.14049586776859505,40.400000000000006
89,93,80,120529,2021-22,Matthew-Alexander Moncrieffe,PF,SF,Energy,79,215.0,Oklahoma State,Big 12,15.0,15.0,10.58,2.0,"Mar 22, 2001",21.27,163.0,30,7,443,12.6,0.517,0.51,0.01,0.46,129.0,9.3,19.9,14.7,7.7,1.7,2.4,1.9902439024390244,23.3,0.211,17.9,23.209,0.1,1.0,1.1,0.097,-1.3,2.3,1.0,0.46,92.8,93.0,0.09,-5.75,4.6,9.0,0.51,4.6,8.9,0.515,0.0,0.1,0.0,0.0,0.0,2.2,4.2,0.522,10.5,1.5,1.2,0.8,3.3,4.4,11.4,6.7,13.1,6.7,13.0,0.0,0.1,3.1,6.0,15.2,2.2,1.7,1.2,4.9,6.4,16.5,13.1,11.0,12.54,6.5328384,0.0248306997742663,6.824576,88.0,55.7,40.8,11.0,18.2,0.0,1.0,0.0,35.904,2018-19,CIA Bounce,Nike 17U,6.0,5.0,12.7,10.0,3.5,5.83,0.6,0.0,0.33,0.0,3.0,5.33,0.563,0.0,7.0,7.0,0.83,0.67,0.83,2.67,1.67,2019.0,U19 World Cup,13.0,13:53,6.8,2.7,5.4,0.5,0.0,0.4,0.0,1.5,2.1,0.704,4.9,1.3,0.2,0.4,1.5,1.4,8th,1.285,53.963,0.7761793997502835,0.9401709401709402,0.09917355371900827,0.8884297520661157,0.008403361344537815,0.7563025210084033,0.8512396694214877,0.6470588235294118,0.4793388429752066,58.4
90,96,56,162045,2021-22,Bryce Hopkins,PF,SF,Energy,78,220.0,Kentucky,SEC,22.0,6.0,8.02,1.0,"Sep 7, 2001",20.81,39.0,28,0,181,12.1,0.483,0.473,0.286,0.232,62.0,11.7,12.9,12.3,6.2,1.3,1.8,1.5096774193548388,19.4,0.175,20.8,27.407,0.1,0.3,0.4,0.086,-0.1,0.9,0.8,0.47,96.3,99.7,0.036,-5.61,5.3,12.4,0.429,4.2,8.8,0.475,1.1,3.5,0.313,0.199,0.2988914858096828,1.5,2.9,0.538,8.6,1.5,0.9,0.7,3.3,3.1,13.3,7.7,17.9,6.1,12.8,1.6,5.1,2.2,4.2,12.5,2.2,1.3,1.0,4.8,4.5,19.2,17.9,2.0,12.46,2.9149920800000007,0.011049723756906,4.187669199999999,28.6,68.8,18.2,42.9,33.3,0.0,28.6,100.0,33.8052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.691,66.058,0.9760570295845088,0.5299145299145299,0.10743801652892562,0.7024793388429752,0.2689075630252101,0.6638655462184874,0.5702479338842975,0.2689075630252101,0.18181818181818182,41.199999999999996
91,99,62,81691,2021-22,Brandon Johns Jr,PF,SF,Connector,80,240.0,Michigan,Big Ten,18.0,13.0,11.02,4.0,"Dec 14, 1999",22.55,70.0,31,9,412,8.1,0.453,0.412,0.351,0.289,97.0,3.9,13.7,9.0,4.5,1.2,2.3,1.577142857142857,16.0,0.147,16.5,20.427,0.0,0.4,0.4,0.04,-0.9,1.6,0.7,0.52,90.3,105.5,0.055,-3.35,3.4,9.4,0.361,2.4,6.1,0.397,1.0,3.3,0.294,0.196,0.3199813953488371,1.9,2.7,0.714,5.9,1.1,0.8,0.9,2.0,2.4,9.7,5.0,14.0,3.6,9.1,1.4,4.9,2.9,4.0,8.8,1.6,1.2,1.3,3.0,3.6,14.4,14.0,5.0,15.65,2.58225,0.012135922330097,2.31,33.0,53.3,50.0,30.8,21.4,16.7,36.3,100.0,57.9436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653,42.811,0.2679862284069623,0.47863247863247865,0.19008264462809918,0.5206611570247934,0.15126050420168066,0.3319327731092437,0.38016528925619836,0.10084033613445378,0.35537190082644626,31.4
92,1,81,127259,2021-22,Pete Nance,PF,,Primary,83,230.0,Northwestern,Big Ten,14.0,16.0,7.11,4.0,"Feb 19, 2000",22.36,88.0,30,29,817,24.7,0.586,0.56,0.278,0.246,406.0,4.3,23.4,13.4,22.0,0.6,5.2,1.0758620689655172,10.6,0.082,26.1,37.987,2.6,1.2,3.8,0.186,6.6,2.7,9.3,1.84,115.8,99.8,0.308,1.22,8.1,16.4,0.497,6.1,11.8,0.515,2.1,4.6,0.452,0.288,0.3442630136986301,3.1,4.0,0.768,9.5,4.0,0.4,1.7,2.2,3.0,21.4,11.8,23.8,8.8,17.1,3.0,6.6,4.5,5.8,13.8,5.8,0.6,2.4,3.1,4.4,31.1,23.8,11.0,14.03,1.2475476,0.0134638922888616,2.116296,23.4,64.1,62.0,48.8,45.4,48.6,27.8,95.2,64.69040000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.853,47.968,3.016578060012586,0.2905982905982906,0.8925619834710744,0.8181818181818182,0.9411764705882353,0.49159663865546216,0.4462809917355372,0.592436974789916,0.9173553719008265,67.4
93,6,79,120122,2021-22,Tre Mitchell,PF,,Primary,81,225.0,Texas,Big 12,18.0,6.0,8.87,3.0,"Sep 24, 2000",21.76,84.0,24,17,447,22.7,0.566,0.525,0.286,0.311,201.0,8.2,18.0,13.1,16.5,2.4,4.3,3.080597014925373,15.9,0.134,26.3,36.564,1.1,1.0,2.1,0.188,4.3,3.9,8.2,0.91,109.5,91.7,0.183,-3.25,6.9,14.4,0.478,5.5,10.3,0.539,1.3,4.1,0.326,0.209,0.3046928104575163,3.6,4.5,0.8,8.5,2.9,1.5,1.4,3.1,3.7,18.7,10.7,22.3,8.6,16.0,2.1,6.4,5.6,6.9,13.2,4.4,2.4,2.2,4.9,5.7,29.0,22.3,6.0,12.77,1.4132303599999998,0.0134228187919463,2.4678963999999994,29.2,61.7,62.1,42.2,48.5,45.5,28.6,100.0,65.9342,2018-19,Expressions Elite,Nike 17U,10.0,7.0,13.0,10.5,3.7,8.2,0.451,0.3,1.4,0.214,2.8,4.7,0.596,0.0,8.1,8.1,2.2,0.9,0.9,3.0,2.6,,,,,,,,,,,,,,,,,,,,,,4.235,47.295,2.500149054095762,0.6239316239316239,0.40082644628099173,0.7768595041322314,0.8235294117647058,0.5042016806722689,0.9173553719008265,0.36134453781512604,0.9917355371900827,67.5
94,20,83,135345,2021-22,KC Ndefo,PF,,Playmaker,79,195.0,St. Peter's,MAAC,22.0,12.0,-0.47,4.0,"Mar 1, 2000",22.33,400.0,34,34,880,20.5,0.499,0.48,0.075,0.577,363.0,6.1,21.1,13.7,21.3,2.9,13.0,4.742138364779874,21.3,0.177,26.7,37.204,0.3,2.6,2.9,0.132,0.0,6.1,6.1,0.84,92.5,84.6,0.267,-5.03,6.0,12.8,0.47,5.7,11.8,0.485,0.3,1.0,0.286,0.097,0.1188365650969529,4.0,7.4,0.537,9.5,3.7,2.0,4.4,4.4,4.6,16.2,9.0,19.1,8.6,17.7,0.4,1.4,5.9,11.0,14.2,5.5,2.9,6.5,6.6,6.9,24.3,19.1,20.0,9.6,4.290816,0.0227272727272727,8.536935999999999,74.0,51.0,39.6,18.5,38.5,10.0,7.5,100.0,38.654,2018-19,New York Lightning,Nike 17U,6.0,3.0,6.2,6.5,2.33,5.83,0.4,0.5,2.0,0.25,1.83,2.17,0.846,0.0,6.0,6.0,0.83,0.17,3.67,1.17,3.67,,,,,,,,,,,,,,,,,,,,,,3.551,53.301,1.0303654346539357,1.0,0.38016528925619836,0.8347107438016529,0.2857142857142857,0.6050420168067226,0.9958677685950413,0.680672268907563,0.5950413223140496,67.2
95,60,13,120647,2021-22,Benjamin Bosmans-Verdonk,PF,,Energy,80,235.0,Illinois,Big Ten,16.0,8.0,9.48,2.0,"Jan 30, 2001",21.41,,24,2,187,13.9,0.442,0.472,0.0,0.472,54.0,15.5,15.2,15.4,14.4,2.2,0.0,0.0,10.2,0.082,13.3,19.53,0.3,0.3,0.6,0.138,0.1,3.1,3.2,3.0,114.9,98.5,0.052,2.7,3.6,7.7,0.472,3.6,7.7,0.472,0.0,0.0,,0.0,,1.1,3.6,0.294,10.9,3.2,1.5,0.0,1.1,7.1,8.3,5.4,11.3,5.4,11.3,0.0,0.0,1.6,5.4,16.1,4.7,2.2,0.0,1.6,10.4,12.3,11.3,1.0,4.76,0.7575968399999999,0.0053475935828877,1.7984966999999998,58.3,52.4,72.7,41.7,40.0,16.7,0.0,0.0,49.348,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,U16 Euro Championship B,4.0,15:50,3.3,0.8,3.8,0.2,0.2,2.2,0.111,1.5,2.2,0.667,4.0,0.8,0.8,0.0,1.8,2.2,6th,1.019,38.861,0.630302585086099,0.15384615384615385,0.9090909090909091,0.9380165289256198,0.24369747899159663,0.5546218487394958,0.30991735537190085,0.42857142857142855,0.8099173553719008,54.300000000000004
96,85,46,132197,2021-22,Bryce Golden,PF,,Connector,81,240.0,Butler,Big East,14.0,19.0,9.16,4.0,,,224.0,33,33,795,15.2,0.583,0.561,0.302,0.261,268.0,6.3,11.8,9.0,6.9,0.9,1.2,1.0285714285714285,15.3,0.138,20.2,25.281,1.3,0.7,2.1,0.104,1.4,0.3,1.7,0.51,108.0,106.3,0.182,-3.94,5.7,11.2,0.509,4.5,7.8,0.581,1.2,3.4,0.343,0.221,0.3211968992248062,2.1,2.9,0.724,5.9,1.2,0.6,0.4,2.3,3.4,14.6,8.8,17.2,7.0,12.0,1.8,5.2,3.3,4.5,9.1,1.8,0.9,0.6,3.5,5.3,22.5,17.2,5.0,4.89,0.81251262,0.0062893081761006,2.8579176,45.9,67.6,63.8,23.9,39.6,66.7,30.2,100.0,75.4255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,52.075,,0.19658119658119658,0.16115702479338842,0.5206611570247934,0.5798319327731093,0.907563025210084,0.19008264462809918,0.11764705882352941,0.49586776859504134,39.6
97,105,60,135104,2021-22,Brandon Huntley-Hatfield,PF,,Primary,82,250.0,Tennessee,SEC,27.0,8.0,9.94,1.0,"Aug 6, 2003",18.9,26.0,35,13,439,12.6,0.479,0.465,0.101,0.209,134.0,10.7,16.2,13.4,4.9,1.6,3.3,2.1551020408163266,18.4,0.169,19.8,24.882,0.1,0.9,1.0,0.093,-1.5,1.4,-0.1,0.34,92.7,94.0,0.077,-5.56,5.4,11.8,0.457,5.2,10.6,0.491,0.2,1.2,0.154,0.061,0.1219921568627451,1.5,2.5,0.593,9.4,1.0,1.1,1.1,2.9,2.6,12.4,7.8,17.1,7.6,15.4,0.3,1.7,2.1,3.6,13.7,1.5,1.6,1.6,4.2,3.7,18.1,17.1,12.0,18.39,3.6610812,0.0273348519362186,3.4042680000000005,50.4,66.2,60.5,39.5,27.5,71.4,10.1,100.0,68.795,2018-19,B. Maze Elite,UAA 16U,8.0,3.0,14.0,4.25,1.75,5.12,0.341,0.12,1.25,0.1,0.62,1.25,0.5,1.0,1.12,2.12,0.38,0.62,0.25,1.25,1.62,,,,,,,,,,,,,,,,,,,,,,1.221,52.846,1.6294952381211765,0.4444444444444444,0.05785123966942149,0.8181818181818182,0.07563025210084033,0.8907563025210085,0.8677685950413223,0.025210084033613446,0.36363636363636365,44.3
98,111,71,138187,2021-22,Caleb Lohner,PF,,Connector,80,235.0,BYU,WCC,24.0,11.0,5.23,2.0,,,207.0,35,31,812,10.9,0.463,0.449,0.257,0.236,258.0,9.1,21.4,15.4,8.6,1.1,0.9,0.99,18.3,0.161,20.0,26.086,0.2,1.3,1.6,0.077,-2.0,1.0,-0.9,0.66,92.8,98.5,0.145,-4.04,4.9,11.7,0.422,4.3,8.7,0.494,0.6,3.0,0.213,0.131,0.2329404255319148,1.5,2.8,0.554,11.0,1.9,0.7,0.3,2.9,4.8,12.0,7.1,16.9,6.2,12.5,0.9,4.3,2.2,4.0,15.9,2.8,1.1,0.5,4.2,7.0,17.4,16.9,11.0,10.65,2.075472,0.0135467980295566,3.293472,43.5,56.3,55.2,30.8,39.7,34.5,25.7,76.9,54.4013,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,GLOBL JAM,5.0,23:31,6.2,2.4,7.0,0.343,0.4,2.4,0.167,1.0,1.6,0.625,6.6,1.4,0.4,0.4,1.2,2.2,Silver,1.574,46.318,,0.28205128205128205,0.256198347107438,0.9380165289256198,0.3445378151260504,0.5798319327731093,0.49586776859504134,0.37815126050420167,0.028925619834710745,41.3
99,114,28,132630,2021-22,Isaiah Cottrell,PF,,Connector,82,245.0,West Virginia,Big 12,16.0,17.0,10.74,1.0,,,84.0,33,28,531,8.1,0.406,0.388,0.301,0.224,144.0,7.1,13.7,10.3,6.1,0.8,5.0,1.3793103448275863,15.2,0.14,19.3,24.259,-0.3,0.6,0.3,0.024,-2.0,0.4,-1.5,0.52,84.8,104.5,0.089,-3.83,4.0,11.8,0.34,2.9,8.2,0.349,1.1,3.5,0.319,0.206,0.3097387096774193,1.4,2.6,0.543,7.0,1.2,0.5,1.7,2.3,4.0,10.5,5.8,17.2,4.2,12.0,1.6,5.2,2.1,3.8,10.2,1.8,0.8,2.5,3.4,5.8,15.4,17.2,6.0,14.56,1.91464,0.0112994350282485,2.2618,26.3,43.9,50.0,43.6,29.4,65.0,30.1,66.7,61.5667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.891,35.979,,0.29914529914529914,0.18181818181818182,0.5991735537190083,0.17647058823529413,0.11764705882352941,0.359504132231405,0.22268907563025211,0.2231404958677686,27.200000000000003
100,120,26,120025,2021-22,Noah Collier,PF,,Connector,80,220.0,Pitt,ACC,11.0,21.0,6.98,2.0,"Dec 9, 2001",20.56,316.0,32,1,306,7.5,0.5,0.538,0.0,0.487,50.0,8.0,14.5,11.3,2.1,0.8,1.7,1.088,17.2,0.165,10.2,12.109,0.1,0.2,0.3,0.037,-3.8,-0.1,-3.9,0.3,97.3,110.0,0.036,-2.8,2.7,5.1,0.538,2.7,5.1,0.538,0.0,0.0,,0.0,,0.8,2.5,0.316,7.3,0.4,0.5,0.5,1.3,5.0,6.3,4.3,7.9,4.3,7.9,0.0,0.0,1.2,3.9,11.4,0.6,0.8,0.8,2.0,7.7,9.8,7.9,9.0,29.02,2.560869899999999,0.0294117647058823,0.6971354999999997,79.5,58.1,88.9,20.5,37.5,66.7,0.0,0.0,84.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,38.401,0.0439704796043213,0.5213675213675214,0.08264462809917356,0.640495867768595,0.12605042016806722,0.7983193277310925,0.15702479338842976,0.13445378151260504,0.028925619834710745,31.1
101,2,107,140038,2021-22,Jake Stephens,C,PF,Stretch,83,266.0,VMI,Southern,16.0,14.0,-2.05,4.0,,,400.0,30,30,995,30.6,0.684,0.654,0.418,0.396,561.0,6.1,22.8,15.1,20.7,0.9,7.1,1.5975,14.7,0.112,26.2,38.377,4.7,1.3,6.1,0.243,8.1,1.0,9.1,1.32,128.3,101.7,0.359,-0.87,8.0,14.5,0.551,5.0,8.4,0.595,3.0,6.1,0.49,0.347,0.4511453744493392,4.6,5.7,0.804,10.9,3.9,0.6,2.4,3.0,2.5,23.6,11.6,21.0,7.3,12.2,4.3,8.8,6.7,8.3,15.7,5.7,0.9,3.4,4.3,3.7,34.1,21.0,6.0,3.85,0.8316000000000001,0.0060301507537688,4.5360000000000005,43.2,62.8,50.0,15.0,50.0,14.8,41.8,94.6,63.36279999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.202,54.07,,0.6837606837606838,0.7024793388429752,0.9090909090909091,1.0,0.7436974789915967,0.5371900826446281,0.7983193277310925,0.8760330578512396,78.10000000000001
102,9,49,140139,2021-22,K.J. Williams,C,PF,Stretch,82,250.0,Murray State,OVC,31.0,3.0,-3.07,4.0,"Sep 3, 1999",22.82,,34,34,987,30.3,0.597,0.579,0.248,0.27,540.0,10.7,22.1,16.5,5.2,2.8,2.6,2.696296296296296,8.9,0.082,28.2,36.455,4.1,2.5,6.7,0.27,5.8,1.5,7.3,0.48,123.2,89.1,0.275,-3.46,9.9,18.4,0.538,8.4,13.9,0.608,1.5,4.6,0.327,0.204,0.2820730434782608,3.5,5.0,0.699,11.6,1.0,1.9,0.9,2.0,2.9,24.8,14.5,27.0,12.3,20.3,2.2,6.7,5.1,7.3,16.9,1.4,2.8,1.2,3.0,4.3,36.4,27.0,26.0,12.53,2.39928199,0.0263424518743667,5.170041,45.7,65.4,58.1,29.5,53.7,47.2,24.8,97.3,64.6061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.067,56.737,0.8176636640622018,0.7393162393162394,0.13636363636363635,0.9545454545454546,0.7184873949579832,0.8151260504201681,0.9297520661157025,0.5252100840336135,0.8223140495867769,70.5
103,10,119,140139,2021-22,K.J. Williams,C,PF,Stretch,82,250.0,Murray State,OVC,31.0,3.0,-3.07,4.0,"Sep 3, 1999",22.82,,34,34,987,30.3,0.597,0.579,0.248,0.27,540.0,10.7,22.1,16.5,5.2,2.8,2.6,2.696296296296296,8.9,0.082,28.2,36.455,4.1,2.5,6.7,0.27,5.8,1.5,7.3,0.48,123.2,89.1,0.275,-3.46,9.9,18.4,0.538,8.4,13.9,0.608,1.5,4.6,0.327,0.204,0.2820730434782608,3.5,5.0,0.699,11.6,1.0,1.9,0.9,2.0,2.9,24.8,14.5,27.0,12.3,20.3,2.2,6.7,5.1,7.3,16.9,1.4,2.8,1.2,3.0,4.3,36.4,27.0,26.0,12.53,2.39928199,0.0263424518743667,5.170041,45.7,65.4,58.1,29.5,53.7,47.2,24.8,97.3,64.6061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.067,56.737,0.8176636640622018,0.7393162393162394,0.13636363636363635,0.9545454545454546,0.7184873949579832,0.8151260504201681,0.9297520661157025,0.5252100840336135,0.8223140495867769,70.5
