,RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU_3P,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score
717,106503,2021-22,Marreon Jackson,PG,,Floor General,73,190.0,Arizona State,Pac-12,14.0,17.0,9.48,4.0,"Oct 29, 1998",23.67,,31,17,886,15.6,0.484,0.441,0.579,0.244,348.0,2.4,12.2,7.3,28.6,3.6,0.1,0.19459459459459458,17.7,0.131,23.7,36.77,0.6,1.6,2.3,0.102,1.3,3.1,4.4,1.74,96.2,96.6,0.301,1.29,4.9,13.5,0.361,2.7,5.7,0.476,2.2,7.8,0.277,0.219,0.3747266355140187,2.7,3.3,0.808,5.4,5.6,2.4,0.0,3.3,2.9,14.6,7.2,19.9,4.0,8.4,3.2,11.5,3.9,4.9,8.0,8.3,3.6,0.1,4.8,4.3,21.5,19.9,0.0,0.0,0.0,0.0,3.9494335999999994,22.4,52.2,11.4,19.7,42.4,20.0,57.9,77.1,51.134499999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2716049382716049,0.7283950617283951,0.7037037037037037,0.7261904761904762,0.8154761904761905,0.4125,0.5714285714285714,0.8690476190476191,63.7,5.159,52.837,0.8351093422357042,
145,105376,2021-22,Fatts Russell,PG,,Scorer,71,165.0,Maryland,Big Ten,15.0,17.0,9.12,4.0,"May 6, 1998",24.15,198.0,32,31,1044,18.4,0.524,0.469,0.338,0.382,485.0,1.6,12.7,7.2,24.8,2.4,0.5,0.8275862068965518,14.6,0.114,26.9,39.523,2.0,1.0,3.0,0.114,2.7,1.3,4.0,1.51,105.0,105.9,0.353,0.03,6.1,14.9,0.41,4.4,9.9,0.442,1.8,5.1,0.348,0.233,0.3429271137026239,4.5,5.7,0.785,5.0,4.6,1.6,0.2,3.0,3.0,18.5,9.1,22.2,6.5,14.7,2.6,7.5,6.7,8.5,7.4,6.8,2.4,0.3,4.5,4.4,27.5,22.2,0.0,0.0,0.0,0.0,7.256402999999999,38.5,48.7,15.1,27.7,38.0,2.4,33.8,58.7,26.3189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5555555555555556,0.691358024691358,0.9753086419753086,0.5714285714285714,0.7916666666666666,0.6875,0.2857142857142857,0.8571428571428571,67.7,5.57,52.583,0.4705473565318273,0.48816585803576745
82,88921,2021-22,Jamari Wheeler,PG,,Shooter,73,170.0,Ohio State,Big Ten,19.0,12.0,9.08,4.0,"Dec 9, 1997",24.56,391.0,31,31,914,13.3,0.603,0.572,0.59,0.217,245.0,2.4,10.0,6.5,18.0,2.6,0.2,0.3714285714285714,21.8,0.152,13.9,22.372,1.5,0.9,2.5,0.108,1.4,2.6,4.0,1.78,113.9,105.2,0.212,1.11,3.3,7.3,0.458,1.7,3.0,0.559,1.7,4.3,0.388,0.308,0.4681390593047035,1.4,1.6,0.861,4.3,4.0,1.7,0.1,2.2,3.3,9.7,5.1,11.2,2.6,4.6,2.6,6.6,2.1,2.4,6.6,6.1,2.6,0.1,3.4,5.0,14.9,11.2,0.0,0.0,0.0,0.0,2.9411088000000003,27.1,71.1,3.1,13.9,26.1,0.0,59.0,81.6,48.9841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8024691358024691,0.6172839506172839,0.5185185185185185,0.625,0.6547619047619048,0.4625,0.2261904761904762,0.7976190476190477,58.8,2.995,72.681,0.2932368532901815,0.2640169215802544
627,131938,2021-22,Dwon Odom,PG,,Athletic,74,182.0,Xavier,Big East,23.0,13.0,8.34,2.0,"Nov 8, 2000",21.64,60.0,36,9,745,15.5,0.628,0.591,0.039,0.364,232.0,1.9,9.0,5.5,20.2,2.6,1.9,2.195555555555556,22.7,0.168,15.9,24.339,1.2,1.0,2.2,0.12,0.8,3.0,3.9,1.51,110.8,101.6,0.178,0.04,4.8,8.3,0.584,4.7,7.9,0.595,0.1,0.3,0.333,0.047,0.0698225806451613,2.4,3.0,0.804,3.9,4.3,1.8,0.7,2.8,3.3,12.2,7.0,12.0,6.8,11.5,0.2,0.5,3.5,4.4,5.6,6.2,2.6,1.0,4.1,4.8,17.6,12.0,7.0,9.68,2.5777065599999993,0.009395973154362415,3.1955039999999992,46.8,70.8,43.1,49.4,48.7,27.0,3.9,50.0,35.458800000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9691358024691358,0.49382716049382713,0.3888888888888889,0.5416666666666666,0.4166666666666667,0.9125,0.8214285714285714,0.7380952380952381,66.0,2.313,58.735,0.7990362403421298,0.5900457955005858
420,136591,2021-22,Daeshun Ruffin,PG,,Scorer,69,160.0,Ole Miss,SEC,7.0,7.0,7.25,1.0,"Mar 19, 2002",20.28,52.0,14,10,363,18.0,0.476,0.408,0.333,0.451,180.0,1.3,5.8,3.5,29.0,5.3,0.6,1.0779661016949151,16.6,0.132,32.3,46.251,0.2,0.6,0.8,0.09,1.2,2.6,3.9,1.3,94.3,98.9,0.313,-1.43,6.3,16.9,0.373,5.1,11.2,0.451,1.2,5.6,0.216,0.144,0.2620327868852459,5.7,7.6,0.754,2.3,5.3,3.5,0.2,4.1,2.8,19.5,9.4,25.2,7.6,16.8,1.8,8.4,8.6,11.3,3.5,7.9,5.3,0.3,6.1,4.1,29.1,25.2,0.0,0.0,0.0,0.0,10.2597264,41.8,59.4,2.6,24.8,21.1,0.0,33.3,36.4,13.207999999999998,2018-19,MEBO Team Hood,Nike 17U,2.0,2.0,0.0,12.0,1.5,6.5,0.231,0.0,2.0,0.0,9.0,10.0,0.9,0.0,2.5,2.5,4.0,1.5,0.0,3.0,1.5,,,,,,,,,,,,,,,,,,,,,,0.8395061728395061,0.1111111111111111,1.0,0.4642857142857143,0.041666666666666664,0.8875,0.7380952380952381,0.5238095238095238,57.599999999999994,5.671,68.913,0.6663328032775749,0.46554210561091053
533,126859,2021-22,Avery Anderson,PG,,Scorer,75,168.0,Oklahoma State,Big 12,15.0,15.0,10.58,3.0,"Sep 26, 2000",21.76,400.0,30,30,857,13.9,0.507,0.455,0.347,0.373,343.0,1.3,10.8,6.2,16.8,3.6,1.1,1.6851063829787234,19.6,0.163,25.9,36.117,0.4,1.8,2.2,0.103,0.1,3.8,3.9,0.78,94.1,93.9,0.251,-4.85,5.6,14.1,0.399,4.1,9.2,0.439,1.6,4.9,0.324,0.218,0.3351058122205663,4.0,5.3,0.761,4.4,3.2,2.5,0.4,4.1,3.5,16.9,8.2,20.6,5.9,13.4,2.3,7.1,5.8,7.7,6.4,4.6,3.6,0.5,5.9,5.2,24.6,20.6,3.0,,,0.003500583430571762,,,,,,,,,,,2018-19,Drive Nation,Nike 17U,8.0,6.0,2.0,6.12,2.12,4.88,0.436,0.38,1.12,0.333,1.5,2.12,0.706,0.0,2.62,2.62,2.25,1.12,0.38,0.88,1.25,,,,,,,,,,,,,,,,,,,,,,,,,0.15476190476190477,0.6071428571428571,,0.9523809523809523,0.8809523809523809,,3.887,,1.5837181453466638,
861,104406,2021-22,Alex Lomax,PG,,Athletic,72,188.0,Memphis,AAC,19.0,9.0,7.86,4,"Feb 14, 2000",22.38,158.0,28,23,751,12.4,0.52,0.463,0.231,0.493,214.0,2.2,10.1,6.4,25.4,3.6,1.4,2.016,29.4,0.198,14.9,26.302,0.5,1.3,1.8,0.097,0.2,3.8,3.9,1.65,98.6,97.4,0.229,0.9,3.0,7.1,0.425,2.5,5.5,0.456,0.5,1.7,0.323,0.169,0.2693610108303249,2.6,3.5,0.727,4.6,6.1,2.6,0.5,3.7,2.9,9.2,4.3,10.1,3.5,7.7,0.8,2.3,3.6,5.0,6.5,8.6,3.6,0.7,5.2,4.1,12.9,10.1,0.0,0.0,0.0,0.0,2.2156875,35.1,51.1,37.5,41.8,41.1,8.7,23.1,60.0,30.659100000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5185185185185185,0.48148148148148145,0.654320987654321,0.7142857142857143,0.6428571428571429,0.70625,0.9404761904761905,0.625,66.0,3.289,43.342,0.6636906461805984,0.567345476801978
395,138041,2021-22,Shakeel Moore,PG,,Shooter,73,185.0,Mississippi State,SEC,18.0,16.0,7.6,2.0,"Nov 3, 2000",21.65,140.0,34,29,951,13.5,0.505,0.478,0.519,0.189,289.0,2.1,11.0,6.6,15.4,3.4,1.3,1.8808510638297873,16.0,0.128,18.9,27.391,0.9,1.5,2.4,0.102,0.7,3.1,3.8,1.34,101.1,99.2,0.212,-0.65,4.5,11.4,0.396,2.6,5.5,0.485,1.9,5.9,0.314,0.238,0.3912749099639856,1.6,2.1,0.765,4.3,3.2,2.3,0.4,2.4,2.8,12.5,6.8,17.0,4.0,8.2,2.8,8.8,2.5,3.2,6.5,4.7,3.4,0.6,3.5,4.2,18.8,17.0,7.0,10.46,1.7439435,0.007360672975814932,2.834325,24.7,59.7,32.5,23.6,37.5,54.2,51.7,84.1,64.2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6419753086419753,0.654320987654321,0.2222222222222222,0.36904761904761907,0.6845238095238095,0.7375,0.8571428571428571,0.5714285714285714,59.199999999999996,2.738,52.269,0.7924254080673346,0.5843175419645745
252,85907,2021-22,Charlie Moore,PG,,Floor General,71,180.0,Miami (FL),ACC,26.0,11.0,7.62,4.0,"Feb 3, 1998",24.41,71.0,37,37,1202,18.1,0.545,0.523,0.421,0.197,491.0,1.2,8.6,5.0,26.5,3.7,0.5,0.880952380952381,15.5,0.11,22.1,34.654,2.3,1.3,3.6,0.118,2.2,1.5,3.8,2.22,107.4,104.8,0.339,3.11,5.7,12.8,0.447,3.8,7.4,0.507,2.0,5.4,0.364,0.258,0.39043057324840763,1.9,2.5,0.737,3.3,5.7,2.5,0.2,2.6,3.3,15.3,8.4,18.9,5.5,10.9,2.9,7.9,2.7,3.7,4.8,8.4,3.7,0.2,3.8,4.9,22.5,18.9,0.0,0.0,0.0,0.0,4.698993599999999,37.9,61.6,34.4,20.0,29.9,8.7,42.1,78.0,47.6156,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,NIKE Global Challenge,4,30:15,15.5,6.2,13.8,.455,0.5,3.8,.133,2.5,2.5,1.000,5.5,5.5,1.3,0.0,1.0,2.5,Bronze,0.8148148148148148,0.43209876543209874,0.8148148148148148,0.8571428571428571,0.27976190476190477,0.2125,0.35714285714285715,0.6428571428571429,55.1,5.631,56.139,0.39094617056955927,0.45351881755136664
708,108606,2021-22,Kerr Kriisa,PG,,Floor General,75,180.0,Arizona,Pac-12,29.0,4.0,6.84,1.0,"Jan 2, 2001",21.49,94.0,33,31,975,11.7,0.516,0.488,0.829,0.171,357.0,2.1,6.6,4.6,24.6,1.1,0.3,0.4714285714285715,18.8,0.129,18.6,31.833,1.6,1.3,2.9,0.119,2.7,0.9,3.7,2.15,107.6,101.4,0.256,3.03,4.1,11.8,0.348,0.8,2.0,0.408,3.3,9.8,0.336,0.307,0.47818712446351935,1.6,2.0,0.816,3.4,6.4,0.8,0.1,3.0,2.4,13.1,5.6,16.2,1.1,2.8,4.5,13.4,2.3,2.8,4.7,8.7,1.1,0.2,4.1,3.3,18.0,16.2,0.0,0.0,0.0,0.0,0.6175763999999999,4.9,64.3,22.2,12.2,31.4,18.2,82.9,77.5,67.5557,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,U18 Euro Championship B,20,25:32,10.8,3.4,9.9,.337,1.9,6.3,.291,2.2,3.0,.738,3.8,4.0,1.5,0.0,3.1,2.1,5th,0.35185185185185186,0.7160493827160493,0.6419753086419753,0.8928571428571429,0.14285714285714285,0.1,0.39285714285714285,0.5892857142857143,47.8,5.282,56.248,2.068923302514503,0.6740342009634518
990,132494,2021-22,Justice Hill,PG,,Floor General,72,175.0,Murray State,OVC,31.0,3.0,-3.07,2,"May 14, 2000",22.13,396.0,34,34,1065,19.2,0.542,0.515,0.466,0.238,483.0,1.3,6.9,4.1,28.8,2.0,0.5,0.8,13.4,0.093,22.5,38.657,3.2,1.8,5.1,0.19,3.3,0.3,3.6,2.66,117.8,98.0,0.344,4.76,6.1,14.2,0.431,3.8,7.6,0.495,2.4,6.6,0.358,0.262,0.4049223300970874,2.5,3.4,0.744,2.9,6.5,1.4,0.2,2.4,1.7,17.1,9.0,20.8,5.5,11.1,3.5,9.7,3.7,5.0,4.2,9.5,2.0,0.2,3.6,2.5,25.1,20.8,2.0,1.59,0.48975975,0.0018779342723004694,6.40692,33.3,53.2,7.5,20.1,43.4,6.1,46.6,65.1,34.060199999999995,2018-19,Arkansas Hawks,Gold Gauntlet 17U,3.0,3.0,26.3,16.67,6.0,11.67,0.514,1.67,4.0,0.417,3.0,4.33,0.692,1.0,1.0,2.0,2.33,2.0,0.0,2.0,1.67,,,,,,,,,,,,,,,,,,,,,,0.5740740740740741,0.9135802469135802,0.9382716049382716,0.9523809523809523,0.10119047619047619,0.75,0.6964285714285714,0.5595238095238095,68.60000000000001,6.897,57.532,1.036253934472983,0.233273672196095
617,132380,2021-22,Chris Arcidiacono,PG,,Floor General,76,205.0,Villanova,Big East,27.0,7.0,10.29,3.0,"Jul 6, 2000",21.98,,35,0,329,9.3,0.488,0.367,0.756,0.533,63.0,1.5,11.0,6.3,11.8,2.1,0.4,0.6719999999999999,17.5,0.137,11.3,16.798,0.3,0.4,0.7,0.09,-0.1,3.6,3.5,1.83,106.0,101.6,0.041,0.88,1.5,5.5,0.267,0.4,1.3,0.273,1.1,4.1,0.265,0.232,0.39243878550440753,2.7,2.9,0.917,4.3,2.7,1.3,0.1,1.5,1.5,6.7,2.3,8.6,0.6,2.1,1.7,6.5,4.2,4.6,6.7,4.2,2.1,0.2,2.3,2.3,10.5,8.6,0.0,0.0,0.0,0.0,0.44675279999999995,15.6,42.9,66.7,8.9,0.0,0.0,75.6,100.0,86.0052,2018-19,Philly Pride,UAA 17U,8.0,7.0,25.3,12.38,3.5,9.5,0.368,2.38,7.25,0.328,3.0,3.75,0.8,1.0,3.12,4.12,2.38,1.12,0.0,1.88,2.38,,,,,,,,,,,,,,,,,,,,,,0.06172839506172839,0.2839506172839506,0.1111111111111111,0.5595238095238095,0.625,0.3875,0.43452380952380953,0.7857142857142857,40.6,1.012,28.842,0.4362756180683299,
915,88878,2021-22,Adam Seiko,PG,,Shooter,75,210.0,San Diego State,MWC,21.0,8.0,5.85,4,"Feb 27, 1998",24.34,350.0,29,7,682,9.4,0.582,0.57,0.777,0.182,139.0,1.2,8.6,5.0,7.7,1.3,0.0,0.0,15.4,0.135,12.1,16.323,0.7,1.3,2.0,0.119,0.4,2.9,3.3,1.12,108.9,95.7,0.112,-0.93,2.9,7.1,0.413,0.7,1.6,0.444,2.2,5.5,0.404,0.359,0.5315969517358171,0.9,1.3,0.682,3.3,1.6,0.9,0.0,1.4,1.7,9.0,4.5,10.9,1.1,2.4,3.4,8.4,1.3,2.0,5.1,2.4,1.3,0.0,2.2,2.6,13.7,10.9,0.0,0.0,0.0,0.0,0.47415,5.8,57.1,25.0,16.5,40.0,25.0,77.7,92.1,77.1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16049382716049382,0.9506172839506173,0.06172839506172839,0.17857142857142858,0.27976190476190477,0.0625,0.5,0.47619047619047616,33.4,0.76,48.966,0.10482872883535894,0.30300165765278503
914,117343,2021-22,Lamont Butler,PG,,Athletic,74,200.0,San Diego State,MWC,19.0,8.0,5.85,2,,,,27,25,686,11.5,0.493,0.455,0.391,0.246,200.0,1.9,7.8,4.9,17.1,4.1,0.7,1.1958333333333333,21.0,0.166,19.6,28.309,0.1,1.7,1.9,0.11,-1.8,5.1,3.3,1.08,92.2,89.1,0.199,-2.3,4.1,10.4,0.391,2.7,6.4,0.431,1.3,4.1,0.329,0.228,0.3573305555555556,2.0,2.6,0.773,3.3,3.3,2.7,0.2,3.1,3.9,11.5,6.3,16.0,4.2,9.7,2.1,6.3,3.0,3.9,5.1,5.1,4.1,0.4,4.7,6.0,17.6,16.0,8.0,9.02,3.3622050000000003,0.011661807580174927,5.964000000000001,49.7,49.4,25.0,11.2,15.0,33.3,39.1,87.0,50.1716,2018-19,West Coast Elite,UAA 16U,3.0,0.0,0.7,1.0,0.33,0.33,1.0,0.0,0.0,0.0,0.33,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.7530864197530864,0.2222222222222222,0.25925925925925924,0.2261904761904762,0.23214285714285715,0.76875,0.8809523809523809,0.4642857142857143,47.599999999999994,2.892,49.768,,
856,118880,2021-22,Tyler Harris,PG,,Scorer,69,150.0,Memphis,AAC,22.0,11.0,7.86,4,"Oct 16, 1998",23.71,131.0,33,3,622,15.1,0.568,0.524,0.609,0.248,268.0,1.7,5.2,3.6,17.5,1.4,0.0,0.0,13.5,0.106,22.8,34.03,1.6,0.6,2.3,0.145,3.2,0.0,3.2,1.43,116.0,105.5,0.169,-0.31,6.0,14.8,0.404,2.4,5.8,0.422,3.5,9.0,0.393,0.316,0.4777185628742515,3.3,3.7,0.895,2.6,3.7,1.0,0.0,2.6,4.0,18.8,8.4,20.8,3.4,8.2,5.0,12.7,4.6,5.2,3.6,5.2,1.4,0.0,3.6,5.6,26.4,20.8,0.0,0.0,0.0,0.0,2.119936,19.6,55.6,48.0,19.6,28.9,38.5,60.9,67.3,57.939699999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2962962962962963,0.7037037037037037,0.5061728395061729,0.42857142857142855,0.07142857142857142,0.05,0.05952380952380952,0.7023809523809523,35.199999999999996,4.814,44.451,0.2442122243519094,0.3663569989549024
525,107567,2021-22,Elijah Harkless,PG,,Athletic,75,195.0,Oklahoma,Big 12,14.0,12.0,10.1,4.0,"Feb 3, 2000",22.41,,26,23,753,12.8,0.513,0.493,0.436,0.256,252.0,3.6,14.3,9.2,12.1,2.8,0.6,0.9882352941176471,18.6,0.159,22.5,29.58,0.3,1.3,1.6,0.087,0.8,2.4,3.1,0.78,94.0,97.3,0.212,-3.83,5.1,12.1,0.423,3.4,6.8,0.5,1.7,5.3,0.323,0.232,0.3710882740447958,2.0,3.1,0.638,5.7,2.4,1.9,0.2,3.1,2.8,13.9,7.7,18.2,5.1,10.3,2.6,8.0,3.0,4.7,8.6,3.6,2.8,0.3,4.7,4.2,21.0,18.2,3.0,3.65,1.00273165,0.00398406374501992,4.999922199999999,36.1,56.1,23.9,20.3,39.1,0.0,43.6,87.5,46.7779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7283950617283951,0.5802469135802469,0.6234567901234568,0.09523809523809523,0.9761904761904762,0.70625,0.8095238095238095,0.7142857142857143,65.4,2.674,54.407,0.9094509868626874,
14,117460,2021-22,Sahvir Wheeler,PG,,Floor General,69,180.0,Kentucky,SEC,22.0,8.0,8.02,3.0,"Jan 17, 2001",21.45,100.0,30,29,937,14.7,0.503,0.471,0.191,0.217,377.0,2.3,7.0,4.7,35.2,2.0,0.2,0.36363636363636365,23.3,0.148,20.3,37.915,1.5,1.3,2.8,0.12,2.0,1.1,3.1,2.26,105.2,101.3,0.362,4.95,5.1,11.6,0.441,4.4,9.4,0.473,0.7,2.2,0.308,0.171,0.23578356713426854,2.0,2.5,0.78,3.3,8.8,1.4,0.1,3.9,3.0,12.9,7.4,16.8,6.4,13.6,1.0,3.2,2.8,3.6,4.8,12.7,2.0,0.1,5.6,4.4,18.6,16.8,0.0,0.0,0.0,0.0,5.848752000000001,41.2,63.4,15.5,39.7,30.6,24.2,19.1,87.5,32.7059,2018-19,Basketball University,Gold Gauntlet 17U,4.0,3.0,25.0,15.0,4.75,9.5,0.5,1.0,2.75,0.364,4.5,7.0,0.643,0.25,2.25,2.5,6.5,1.75,0.0,2.0,2.75,,,,,,,,,,,,,,,,,,,,,,0.9135802469135802,0.19753086419753085,0.6728395061728395,0.9761904761904762,0.17261904761904762,0.2875,0.34523809523809523,0.6666666666666666,52.900000000000006,6.162,64.097,0.6293694030623554,0.47349427505943514
339,76746,2021-22,Chris Lykes,PG,,Scorer,67,160.0,Arkansas,SEC,28.0,9.0,8.62,4.0,"Jul 22, 1998",23.94,64.0,37,2,641,15.2,0.519,0.403,0.42,0.604,276.0,1.2,5.2,3.2,16.2,2.9,0.2,0.37419354838709673,12.2,0.101,23.4,32.779,1.3,1.0,2.3,0.143,0.2,2.7,2.9,1.47,108.2,98.9,0.133,-0.1,4.6,13.2,0.344,3.0,7.7,0.39,1.6,5.6,0.281,0.199,0.33671897289586306,7.0,8.0,0.875,2.3,3.5,2.1,0.1,2.4,4.1,17.7,6.3,18.4,4.2,10.7,2.2,7.7,9.7,11.1,3.2,4.9,2.9,0.1,3.3,5.6,24.5,18.4,0.0,0.0,0.0,0.0,3.8408159999999993,24.5,51.9,14.8,33.5,29.6,9.5,42.0,72.0,37.0485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2839506172839506,0.2962962962962963,0.6234567901234568,0.4523809523809524,0.017857142857142856,0.675,0.5178571428571429,0.7619047619047619,45.4,3.524,51.532,0.0,0.0
955,134597,2021-22,Charlie Easley,PG,,Shooter,74,185.0,South Dakota State,Summit,30.0,5.0,-3.77,3,"Nov 27, 2000",21.59,,35,24,881,16.3,0.664,0.649,0.511,0.213,269.0,4.0,11.0,7.8,7.8,2.4,1.1,1.5085714285714287,11.2,0.09,13.4,17.745,2.3,1.1,3.3,0.151,2.1,0.5,2.6,1.73,130.4,103.2,0.133,0.44,4.4,8.5,0.521,2.3,4.2,0.543,2.2,4.4,0.5,0.377,0.5054401582591493,1.4,1.8,0.775,5.2,2.0,1.7,0.4,1.2,3.0,12.5,6.2,11.9,3.2,5.8,3.0,6.1,2.0,2.5,7.3,2.8,2.4,0.6,1.6,4.2,17.4,11.9,0.0,0.0,0.0,0.0,1.6608235,27.1,64.7,48.5,21.8,41.5,11.8,51.1,95.8,64.6697,2018-19,Omaha Sports,Gold Gauntlet 17U,1.0,0.0,14.0,10.0,4.0,8.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.7777777777777778,1.0,0.12345679012345678,0.44047619047619047,0.8809523809523809,0.25,0.6369047619047619,0.4880952380952381,57.49999999999999,1.462,50.05,0.3410674836656552,
1036,134065,2021-22,Qua Grant,PG,,Athletic,73,190.0,Wichita State,AAC,15.0,13.0,6.0,3,,,,28,2,456,12.7,0.452,0.427,0.423,0.26,137.0,3.6,11.6,7.5,22.2,3.8,0.5,0.8837209302325582,17.3,0.134,18.6,28.426,0.2,0.8,1.1,0.094,-1.2,3.6,2.3,1.69,96.0,96.8,0.141,0.81,3.9,10.8,0.358,2.4,6.2,0.38,1.5,4.6,0.327,0.232,0.368856,1.8,2.8,0.625,5.4,4.3,2.5,0.2,2.5,3.0,11.0,5.7,15.9,3.5,9.2,2.2,6.7,2.6,4.1,7.9,6.3,3.8,0.3,3.8,4.4,16.2,15.9,1.0,2.1,0.7314300000000001,0.0021929824561403508,5.5379700000000005,38.7,43.5,10.0,18.5,18.2,25.0,42.9,64.7,36.2513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43209876543209874,0.1728395061728395,0.41975308641975306,0.5833333333333334,0.8630952380952381,0.81875,0.7976190476190477,0.34523809523809523,55.400000000000006,3.073,46.848,,
830,122504,2021-22,Tyrell Roberts,PG,,Scorer,71,170.0,Washington State,Pac-12,22.0,14.0,5.97,4.0,,,,36,31,1055,12.1,0.491,0.46,0.615,0.135,385.0,1.6,8.5,4.9,14.2,1.4,0.0,0.0,11.5,0.095,22.3,31.551,1.5,1.4,2.9,0.109,1.2,1.1,2.3,1.33,104.4,102.3,0.238,-0.58,5.3,14.9,0.355,2.1,5.7,0.371,3.1,9.1,0.344,0.278,0.4412095933263816,1.9,2.0,0.925,3.6,2.7,0.9,0.0,2.0,2.9,15.5,7.8,22.0,3.1,8.5,4.7,13.6,2.8,3.0,5.3,4.0,1.4,0.0,3.0,4.3,23.1,22.0,0.0,0.0,0.0,0.0,3.801071999999999,18.4,45.8,6.1,20.2,29.1,8.7,61.5,60.2,39.9028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08641975308641975,0.6049382716049383,0.7530864197530864,0.3333333333333333,0.23214285714285715,0.1375,0.19047619047619047,0.42857142857142855,34.599999999999994,3.12,48.023,,
262,95889,2021-22,Kihei Clark,PG,,Floor General,70,172.0,Virginia,ACC,21.0,14.0,6.6,4.0,"Jan 25, 2000",22.43,397.0,35,35,1261,13.0,0.515,0.477,0.517,0.258,374.0,1.2,9.1,5.2,24.8,1.6,0.4,0.64,18.5,0.131,19.3,31.325,1.3,1.3,2.6,0.082,1.5,0.7,2.2,1.99,101.2,105.5,0.33,2.27,3.7,9.6,0.387,2.0,4.6,0.432,1.7,4.9,0.346,0.262,0.41455851680185396,1.9,2.5,0.782,3.3,4.9,1.0,0.1,2.4,1.3,11.1,6.2,16.0,3.3,7.7,2.9,8.3,3.2,4.1,5.5,8.1,1.6,0.2,4.1,2.1,18.5,16.0,0.0,0.0,0.0,0.0,3.093504,22.8,47.8,15.2,25.5,39.0,33.3,51.7,88.9,57.918400000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12962962962962962,0.8395061728395061,0.4074074074074074,0.8214285714285714,0.3392857142857143,0.5,0.25,0.39285714285714285,46.0,4.68,46.842,0.5391330927718607,0.2005423922670717
